Name,iL3,hL3,lL3
SRAE_2000468600,19.40,93.88,62.10
SRAE_2000468500,11.94,87.11,112.88
SRAE_2000468400,78.52,84.19,130.57
SRAE_2000468300,4.57,2.79,11.36
SRAE_2000468200,1.23,3.66,7.75
SRAE_2000468100,30.34,78.06,150.90
SRAE_2000468000,66.79,628.20,1029.68
SRAE_2000467950,5.12,33.73,37.90
SRAE_2000467900,26.25,2343.45,6408.68
SRAE_2000467800,67.34,309.98,336.76
SRAE_2000467700,30.18,29.58,39.10
SRAE_2000467600,1.20,1248.41,2434.47
SRAE_2000467500,17.38,57.84,161.00
SRAE_2000467400,4.32,0.09,0.92
SRAE_2000467300,0.99,1.10,0.70
SRAE_2000467200,10.13,4.27,9.38
SRAE_2000467100,10.17,170.93,430.46
SRAE_2000467000,0.62,0.00,0.00
SRAE_2000466900,0.37,16.29,39.69
SRAE_2000466800,25.28,39.14,82.82
SRAE_2000466700,3.03,21.73,33.23
SRAE_2000466600,97.29,117.55,136.02
SRAE_2000466500,4.51,10.28,22.95
SRAE_2000466400,6.05,9.81,10.77
SRAE_2000466300,38.26,40.10,59.70
SRAE_2000466200,140.18,74.59,92.78
SRAE_2000466100,3.88,10.93,17.15
SRAE_2000466000,3.01,2.65,0.00
SRAE_2000465900,2.93,15.28,29.61
SRAE_2000465800,83.91,92.31,253.36
SRAE_2000465700,18.31,5.17,18.65
SRAE_2000465600,4.02,3.00,0.81
SRAE_2000465500,6.50,1.79,2.51
SRAE_2000465400,18.89,1.15,5.03
SRAE_2000465300,6.65,2.31,1.62
SRAE_2000465250,16.31,2.26,1.99
SRAE_2000465200,7.54,82.36,402.25
SRAE_2000465100,49.84,15.91,2.43
SRAE_2000465050,16.74,2.64,2.65
SRAE_2000465000,8.26,128.28,369.01
SRAE_2000464900,6.82,1.84,1.79
SRAE_2000464800,1.01,2.66,0.00
SRAE_2000464700,0.45,0.90,1.05
SRAE_2000464600,22.38,197.40,223.50
SRAE_2000464500,11.04,31.79,48.78
SRAE_2000464400,37.69,175.30,202.79
SRAE_2000464300,2.90,8.71,19.34
SRAE_2000464200,27.04,176.82,189.49
SRAE_2000464100,14.23,3.23,6.31
SRAE_2000464000,0.59,0.58,0.00
SRAE_2000463900,0.57,0.57,3.98
SRAE_2000463800,175.78,32.14,42.02
SRAE_2000463700,332.69,139.73,200.27
SRAE_2000463650,3.66,2.23,1.95
SRAE_2000463600,2.96,1.37,2.14
SRAE_2000463500,0.27,0.00,12.47
SRAE_2000463400,0.20,0.00,0.93
SRAE_2000463300,7.22,1.76,0.56
SRAE_2000463200,3.93,11.32,23.23
SRAE_2000463100,0.22,2.87,7.06
SRAE_2000463050,0.95,1.96,0.00
SRAE_2000463000,22.43,16.15,25.17
SRAE_2000462900,25.52,1.60,0.00
SRAE_2000462800,10.70,42.17,45.48
SRAE_2000462700,14.02,43.02,94.08
SRAE_2000462600,14.41,28.75,30.80
SRAE_2000462500,9.84,2.05,0.80
SRAE_2000462400,5.29,0.00,3.19
SRAE_2000462300,2.39,5.19,11.44
SRAE_2000462200,5.41,18.48,40.47
SRAE_2000462100,2.70,0.00,3.47
SRAE_2000462000,4.78,1.97,2.07
SRAE_2000461900,67.79,136.21,239.72
SRAE_2000461800,11.96,77.47,77.89
SRAE_2000461700,15.57,7.04,14.83
SRAE_2000461600,16.46,47.85,88.86
SRAE_2000461510,4.73,476.69,956.59
SRAE_2000461400,23.05,131.76,272.73
SRAE_2000461300,7.14,13.28,10.53
SRAE_2000461200,5.21,139.49,275.30
SRAE_2000461100,7.49,5.26,0.00
SRAE_2000461000,4.39,60.29,173.90
SRAE_2000460900,4.46,43.74,145.94
SRAE_2000460800,4.48,12.20,35.04
SRAE_2000460700,20.17,102.57,247.28
SRAE_2000460600,1.81,34.14,54.79
SRAE_2000460500,9.56,68.43,80.59
SRAE_2000460400,1.86,7.36,13.64
SRAE_2000460300,4.97,121.16,338.98
SRAE_2000460200,2.79,4.66,1.98
SRAE_2000460100,17.28,10.59,18.95
SRAE_2000460000,15.04,10.20,13.43
SRAE_2000459900,0.82,8.50,19.00
SRAE_2000459800,1.86,0.74,0.00
SRAE_2000459700,0.83,1.24,3.38
SRAE_2000459600,0.00,0.00,0.00
SRAE_2000459500,0.80,0.00,0.00
SRAE_2000459400,13.70,4.63,16.24
SRAE_2000459300,1.04,40.23,56.51
SRAE_2000459200,0.60,19.06,11.35
SRAE_2000459100,104.99,7879.03,17556.52
SRAE_2000459000,39.39,39.12,35.53
SRAE_2000458900,3.79,11.46,8.96
SRAE_2000458800,0.81,11.48,18.52
SRAE_2000458700,7.73,45.85,67.08
SRAE_2000458600,41.86,108.54,128.14
SRAE_2000458500,39.24,8.51,5.38
SRAE_2000458400,52.27,85.66,107.33
SRAE_2000458300,147.82,213.81,205.97
SRAE_2000458200,6.80,10.79,27.76
SRAE_2000458110,2.32,1.53,17.58
SRAE_2000458000,4.83,2.25,23.03
SRAE_2000457900,2.19,0.16,3.65
SRAE_2000457800,8.21,5.98,3.61
SRAE_2000457710,0.90,95.70,269.58
SRAE_2000457600,5.16,138.07,355.08
SRAE_2000457510,1.53,153.60,377.41
SRAE_2000457400,37.52,66.28,139.96
SRAE_2000457300,2989.47,3.64,21.12
SRAE_2000457200,12.85,32.84,51.41
SRAE_2000457100,5.61,23.15,20.64
SRAE_2000457000,47.75,9.91,7.91
SRAE_2000456900,36.57,11.96,54.26
SRAE_2000456800,0.00,2.63,2.31
SRAE_2000456700,0.33,0.00,0.00
SRAE_2000456600,11.08,34.08,32.77
SRAE_2000456500,1.29,494.32,1329.42
SRAE_2000456400,20.26,1.60,3.75
SRAE_2000456300,0.43,95.56,214.16
SRAE_2000456200,6.55,69.36,127.94
SRAE_2000456100,9.43,5.82,10.78
SRAE_2000456000,21.17,211.24,370.89
SRAE_2000455900,68.80,14.63,18.63
SRAE_2000455800,76.00,19.27,11.60
SRAE_2000455700,26.49,58.33,125.10
SRAE_2000455600,5.12,1.83,0.00
SRAE_2000455500,18.23,0.00,0.00
SRAE_2000455400,60.83,0.73,0.00
SRAE_2000455300,8.91,131.71,280.60
SRAE_2000455200,551.96,24.81,20.69
SRAE_2000455100,16.53,6.75,10.02
SRAE_2000455000,0.76,229.23,482.97
SRAE_2000454900,3.26,48.80,89.71
SRAE_2000454800,4.67,12.00,12.15
SRAE_2000454700,10.74,0.00,0.00
SRAE_2000454600,5.01,0.00,0.00
SRAE_2000454500,20.79,37.93,64.17
SRAE_2000454400,11.47,48.58,33.71
SRAE_2000454300,7.85,2.55,9.53
SRAE_2000454200,32.51,36.59,70.09
SRAE_2000454100,11.74,28.54,10.76
SRAE_2000454000,798.64,155.47,130.24
SRAE_2000453900,20.93,53.96,109.04
SRAE_2000453800,75.39,75.25,82.93
SRAE_2000453700,0.83,123.32,452.67
SRAE_2000453600,15.31,34.70,129.72
SRAE_2000453500,16.29,22.43,24.82
SRAE_2000453400,12.34,288.80,456.26
SRAE_2000453300,5.40,42.29,100.49
SRAE_2000453200,15.18,627.24,1590.22
SRAE_2000453100,18.12,562.32,1545.99
SRAE_2000453000,11.00,6.41,3.55
SRAE_2000452900,1411.21,290.35,425.93
SRAE_2000452800,0.51,0.10,0.00
SRAE_2000452700,1.49,0.19,1.97
SRAE_2000452600,3.42,16.48,19.40
SRAE_2000452500,0.63,3.39,6.43
SRAE_2000452400,41.07,10.71,10.26
SRAE_2000452300,33.06,53.81,59.64
SRAE_2000452200,39.72,53.17,108.68
SRAE_2000452100,232.21,564.87,693.08
SRAE_2000452000,92.73,133.17,182.54
SRAE_2000451900,11.37,28.92,40.25
SRAE_2000451800,160.27,40.78,43.76
SRAE_2000451700,7.05,13.94,7.53
SRAE_2000451600,7.33,102.26,230.43
SRAE_2000451500,6.31,116.25,265.52
SRAE_2000451400,15.83,26.98,46.14
SRAE_2000451300,1.31,40.15,116.73
SRAE_2000451200,2.65,15.11,21.85
SRAE_2000451100,2.25,0.13,0.00
SRAE_2000451000,3.33,3.60,11.23
SRAE_2000450900,1.08,7.10,26.93
SRAE_2000450800,15.60,7.45,2.09
SRAE_2000450700,1.41,3.59,14.00
SRAE_2000450600,3.29,3.82,2.77
SRAE_2000450500,1.19,2.22,0.92
SRAE_2000450400,0.52,1.11,0.49
SRAE_2000450300,9.35,8.84,8.66
SRAE_2000450200,8.58,7.17,3.98
SRAE_2000450100,8.27,0.18,0.00
SRAE_2000450000,36.26,69.42,120.37
SRAE_2000449900,9.97,4.51,11.43
SRAE_2000449800,319.08,75.80,227.84
SRAE_2000449700,18.19,10.61,8.88
SRAE_2000449600,63.77,8.86,6.22
SRAE_2000449500,3.57,7.39,15.57
SRAE_2000449400,12.62,32.99,37.90
SRAE_2000449300,19.62,37.24,86.99
SRAE_2000449200,19.37,20.98,18.41
SRAE_2000449100,2.79,0.19,0.00
SRAE_2000449000,56.10,75.31,106.29
SRAE_2000448900,280.65,263.24,359.65
SRAE_2000448800,9.39,49.21,80.44
SRAE_2000448700,4.04,29.31,77.20
SRAE_2000448600,5.37,5.62,6.86
SRAE_2000448500,414.00,1047.08,1422.60
SRAE_2000448400,13.13,10.44,7.06
SRAE_2000448300,101.07,121.66,119.36
SRAE_2000448200,52.45,75.24,152.13
SRAE_2000448100,4.04,6.54,6.85
SRAE_2000448000,40.56,23.74,32.79
SRAE_2000447900,101.22,187.85,356.18
SRAE_2000447800,9.82,0.40,38.93
SRAE_2000447700,25.20,1.50,2.51
SRAE_2000447600,57.62,122.99,156.02
SRAE_2000447500,5.99,19.49,34.74
SRAE_2000447400,2.37,22.03,21.10
SRAE_2000447300,0.63,2.49,33.53
SRAE_2000447200,2.92,0.32,0.56
SRAE_2000447000,2.98,3.50,2.88
SRAE_2000447100,0.49,0.00,0.00
SRAE_2000446900,12.04,1.73,4.05
SRAE_2000446800,10.68,2.18,0.70
SRAE_2000446700,10.72,3.14,3.01
SRAE_2000446600,7.12,1.60,0.00
SRAE_2000446500,4.35,17.22,24.48
SRAE_2000446400,59.10,221.45,241.41
SRAE_2000446300,2.10,0.52,2.43
SRAE_2000446200,0.59,7.49,4.53
SRAE_2000446100,16.56,1.13,2.64
SRAE_2000446000,19.42,11.52,21.49
SRAE_2000445900,13.51,26.28,29.47
SRAE_2000445800,11.90,34.30,28.64
SRAE_2000445700,30.38,35.81,53.40
SRAE_2000445600,24.43,32.32,32.83
SRAE_2000445500,26.16,29.76,45.91
SRAE_2000445400,22.81,8.89,9.08
SRAE_2000445300,49.00,106.18,202.37
SRAE_2000445200,20.03,56.92,81.55
SRAE_2000445100,2.67,21.20,32.28
SRAE_2000445000,43.06,50.20,82.34
SRAE_2000444900,28.56,46.82,75.26
SRAE_2000444800,28.37,499.20,673.41
SRAE_2000444700,28.06,38.40,55.86
SRAE_2000444600,57.87,302.82,344.50
SRAE_2000444500,44.80,31.24,23.94
SRAE_2000444400,11.06,112.54,117.79
SRAE_2000444300,14.39,26.98,38.49
SRAE_2000444200,22.50,15.73,23.42
SRAE_2000444100,124.05,175.10,180.51
SRAE_2000444000,68.02,85.50,182.13
SRAE_2000443900,74.33,139.28,152.67
SRAE_2000443800,387.67,972.27,2413.50
SRAE_2000443700,6.58,2.37,3.88
SRAE_2000443600,92.50,158.52,215.66
SRAE_2000443500,415.37,230.26,269.96
SRAE_2000443400,245.52,275.22,632.86
SRAE_2000443300,19.09,2.49,4.00
SRAE_2000443200,4.37,94.40,75.80
SRAE_2000443100,0.68,5.85,11.17
SRAE_2000443000,21.90,82.84,189.49
SRAE_2000442900,4.23,13.57,17.36
SRAE_2000442800,0.84,0.60,0.00
SRAE_2000442700,58.64,66.61,148.95
SRAE_2000442600,27.70,20.73,50.84
SRAE_2000442500,21.49,36.46,83.25
SRAE_2000442400,22.42,89.15,82.39
SRAE_2000442300,39.30,30.99,136.02
SRAE_2000442200,17.90,62.06,132.94
SRAE_2000442100,6.55,32.38,27.29
SRAE_2000442000,18.81,25.13,36.20
SRAE_2000441900,16.14,69.96,160.80
SRAE_2000441800,164.19,51.30,98.25
SRAE_2000441700,8.42,12.89,30.91
SRAE_2000441600,2.61,2.97,3.30
SRAE_2000441500,8.23,6.39,26.91
SRAE_2000441400,10.31,9.85,19.48
SRAE_2000441300,10.89,11.19,12.21
SRAE_2000441200,32.46,7.82,12.15
SRAE_2000441100,15.77,5.06,6.58
SRAE_2000441000,25.52,10.83,21.58
SRAE_2000440900,5.13,4.13,8.11
SRAE_2000440800,23.95,55.80,76.72
SRAE_2000440700,2.16,69.87,140.80
SRAE_2000440600,1.86,9.34,11.22
SRAE_2000440500,15.34,126.08,119.37
SRAE_2000440400,22.45,21.28,53.06
SRAE_2000440300,3.27,1.22,1.16
SRAE_2000440200,4.48,3.81,17.06
SRAE_2000440100,6.67,15.02,25.13
SRAE_2000440000,15.58,17.16,22.46
SRAE_2000439900,221.52,144.26,507.83
SRAE_2000439800,40.44,132.74,179.21
SRAE_2000439700,41.53,20.34,16.97
SRAE_2000439600,44.79,39.99,58.90
SRAE_2000439500,18.17,4.26,316.02
SRAE_2000439400,1.33,1.75,2.05
SRAE_2000439300,14.18,19.56,28.69
SRAE_2000439200,7.73,7.22,18.90
SRAE_2000439100,3.28,18.01,26.66
SRAE_2000439000,36.93,217.38,310.42
SRAE_2000438900,18.17,41.75,85.24
SRAE_2000438800,19.72,53.31,68.49
SRAE_2000438700,79.12,67.24,56.01
SRAE_2000438600,40.10,36.60,46.83
SRAE_2000438500,18.59,16.66,29.17
SRAE_2000438400,40.51,19.97,61.02
SRAE_2000438350,80.86,159.95,324.52
SRAE_2000438300,68.36,109.76,178.23
SRAE_2000438200,36.76,76.57,104.51
SRAE_2000438100,12.08,39.61,88.95
SRAE_2000438000,15.89,20.31,55.88
SRAE_2000437900,12.25,24.96,24.49
SRAE_2000437800,447.95,5.17,0.00
SRAE_2000437700,26.16,0.65,0.00
SRAE_2000437600,16.06,3.42,106.74
SRAE_2000437500,8.69,1.98,0.39
SRAE_2000437400,1.97,0.00,60.67
SRAE_2000437300,2.53,0.35,2.47
SRAE_2000437200,15.01,38.44,60.95
SRAE_2000437100,25.34,52.72,91.27
SRAE_2000437000,7297.01,8.68,29.40
SRAE_2000436900,1.19,0.00,0.00
SRAE_2000436800,1.00,21.06,57.00
SRAE_2000436700,10.46,2.18,0.00
SRAE_2000436600,25.32,63.20,66.36
SRAE_2000436500,6.30,8.76,10.26
SRAE_2000436400,16.90,6.50,10.76
SRAE_2000436300,0.78,39.28,152.31
SRAE_2000436200,0.43,7.71,24.43
SRAE_2000436100,2.91,183.37,590.02
SRAE_2000436000,2.04,248.60,835.26
SRAE_2000435910,4.88,1.23,2.07
SRAE_2000435900,2.00,752.83,1737.21
SRAE_2000435800,12.95,45.83,49.89
SRAE_2000435700,21.30,65.53,77.34
SRAE_2000435600,162.09,3249.81,4034.15
SRAE_2000435500,6.27,0.87,1.26
SRAE_2000435400,15.66,11.98,17.39
SRAE_2000435300,10.27,36.26,49.20
SRAE_2000435200,16.30,6.86,9.90
SRAE_2000435100,21.92,32.16,62.82
SRAE_2000435000,53.10,142.03,232.58
SRAE_2000434900,4.59,0.55,0.00
SRAE_2000434800,1.80,13.88,22.36
SRAE_2000434700,6.60,0.89,97.24
SRAE_2000434600,0.49,2.86,2.55
SRAE_2000434500,20.97,36.68,34.84
SRAE_2000434400,5.68,0.00,0.00
SRAE_2000434300,19.40,21.07,29.51
SRAE_2000434200,13.77,3.24,5.49
SRAE_2000434100,12.08,3.47,2.90
SRAE_2000434000,61.24,40.44,104.80
SRAE_2000433900,7.51,2.64,1.29
SRAE_2000433800,40.11,29.57,61.68
SRAE_2000433700,63.82,25.68,38.84
SRAE_2000433600,74.22,83.67,121.98
SRAE_2000433500,214.44,207.59,250.58
SRAE_2000433400,14.97,55.33,50.09
SRAE_2000433300,48.87,63.00,107.65
SRAE_2000433200,7.32,2.85,5.39
SRAE_2000433100,4.82,10.29,13.14
SRAE_2000433000,4.09,9.88,24.49
SRAE_2000432900,11.44,13.87,27.30
SRAE_2000432800,6.54,1.22,0.43
SRAE_2000432700,39.20,11.11,13.53
SRAE_2000432600,52.73,17.49,33.92
SRAE_2000432500,36.83,6.75,18.00
SRAE_2000432400,25.19,1.11,3.89
SRAE_2000432300,7.70,12.19,13.13
SRAE_2000432200,7.26,3.66,7.34
SRAE_2000432100,13.88,10.11,26.91
SRAE_2000432000,9.12,42.96,111.64
SRAE_2000431900,3.50,0.00,1.20
SRAE_2000431800,3.86,3.13,3.58
SRAE_2000431700,121.67,29.43,32.93
SRAE_2000431600,38.41,19.74,69.70
SRAE_2000431500,23.70,7.31,14.74
SRAE_2000431400,2.26,26.98,51.62
SRAE_2000431300,4.75,31.30,48.51
SRAE_2000431200,16.67,62.96,59.65
SRAE_2000431100,3.74,12.71,18.22
SRAE_2000431000,5.99,0.25,0.17
SRAE_2000430900,0.99,0.00,0.00
SRAE_2000430800,3.06,0.00,1.77
SRAE_2000430700,6.04,0.85,4.66
SRAE_2000430600,12.18,6.41,1.03
SRAE_2000430500,1.90,0.74,3.58
SRAE_2000430400,70.18,1086.53,2557.16
SRAE_2000430300,53.20,55.62,88.37
SRAE_2000430200,33.71,48.17,84.22
SRAE_2000430100,24.27,31.72,71.31
SRAE_2000430000,45.27,35.37,39.49
SRAE_2000429900,18.83,0.55,13.47
SRAE_2000429800,5.91,0.00,0.32
SRAE_2000429700,28.21,1.42,4.99
SRAE_2000429600,67.61,54.20,98.45
SRAE_2000429500,49.50,40.87,83.95
SRAE_2000429400,51.33,39.91,106.52
SRAE_2000429300,15.18,37.36,58.30
SRAE_2000429200,121.25,67.45,119.31
SRAE_2000429100,2772.59,5079.04,4933.97
SRAE_2000429000,8.91,232.95,714.81
SRAE_2000428900,1013.16,1.00,8.77
SRAE_2000428800,1.23,12.76,16.33
SRAE_2000428700,3.24,0.53,3.38
SRAE_2000428600,21.30,9.91,1.93
SRAE_2000428500,2.87,3.00,0.55
SRAE_2000428400,53.92,8.25,4.46
SRAE_2000428300,7.51,20.62,14.58
SRAE_2000428200,3.72,7.74,10.60
SRAE_2000428100,15.05,37.58,64.92
SRAE_2000428000,22.51,16.66,22.71
SRAE_2000427900,30.01,0.60,0.00
SRAE_2000427800,29.48,33.07,36.68
SRAE_2000427700,8.25,7.25,7.78
SRAE_2000427600,8.94,6.06,10.20
SRAE_2000427500,16.73,22.77,35.04
SRAE_2000427400,9.33,1.07,0.00
SRAE_2000427300,7.64,19.01,17.15
SRAE_2000427200,4.93,0.30,0.35
SRAE_2000427100,4.71,1.17,0.36
SRAE_2000427000,3.99,1.55,2.46
SRAE_2000426900,2.96,0.21,5.76
SRAE_2000426800,34.17,20.01,31.73
SRAE_2000426700,3.05,8.68,7.68
SRAE_2000426600,69.40,30.44,59.00
SRAE_2000426500,16.19,4.93,12.12
SRAE_2000426400,43.61,15.26,29.67
SRAE_2000426300,2.36,19.12,23.40
SRAE_2000426200,20.01,20.79,34.83
SRAE_2000426100,31.82,21.91,16.40
SRAE_2000426000,50.55,147.01,245.92
SRAE_2000425900,0.99,0.00,0.00
SRAE_2000425800,2.05,1.01,0.00
SRAE_2000425700,1.93,0.42,0.00
SRAE_2000425650,0.13,0.17,0.00
SRAE_2000425600,3.15,0.78,3.19
SRAE_2000425500,74.97,39.77,62.93
SRAE_2000425400,4.91,0.47,0.00
SRAE_2000425300,7.78,12.79,16.90
SRAE_2000425200,48.97,77.43,138.36
SRAE_2000425100,34.37,1.23,9.97
SRAE_2000425000,20.83,0.33,13.13
SRAE_2000424900,10.82,1.56,30.06
SRAE_2000424800,64.04,4.73,11.24
SRAE_2000424700,25.26,101.47,183.14
SRAE_2000424600,178.70,219.26,441.34
SRAE_2000424500,16.96,7.32,4.23
SRAE_2000424400,10.51,0.00,12.80
SRAE_2000424300,10.83,7.61,6.25
SRAE_2000424200,21.36,0.00,0.00
SRAE_2000424100,36.85,49.39,78.12
SRAE_2000424000,4.84,2.45,0.00
SRAE_2000423900,4.03,40.80,19.98
SRAE_2000423800,2.88,7.90,5.55
SRAE_2000423700,30.13,51.59,104.12
SRAE_2000423600,87.15,223.88,368.13
SRAE_2000423500,25.65,23.36,14.14
SRAE_2000423400,77.64,18.45,50.21
SRAE_2000423300,85.43,108.71,122.45
SRAE_2000423200,26.26,52.73,80.86
SRAE_2000423100,6.09,0.48,63.73
SRAE_2000423000,17.70,9.57,16.13
SRAE_2000422900,27.32,139.81,136.20
SRAE_2000422810,7.55,11.07,25.27
SRAE_2000422700,0.51,64.24,161.94
SRAE_2000422600,17.05,5.33,6.43
SRAE_2000422500,40.75,83.84,103.36
SRAE_2000422400,15.59,56.06,100.08
SRAE_2000422300,60.09,9.37,2.99
SRAE_2000422200,2.86,8.58,3.79
SRAE_2000422100,110.45,57.21,96.88
SRAE_2000422000,383.51,321.70,465.73
SRAE_2000421900,55.95,69.20,99.90
SRAE_2000421800,78.34,77.54,202.29
SRAE_2000421700,62.32,50.79,116.42
SRAE_2000421600,4.08,1.34,0.79
SRAE_2000421500,18.09,4.21,5.82
SRAE_2000421400,18.38,24.95,25.29
SRAE_2000421300,26.29,152.93,178.20
SRAE_2000421200,2.64,0.58,0.00
SRAE_2000421100,135.44,68.53,43.01
SRAE_2000421000,12.57,4.35,4.54
SRAE_2000420900,33.82,11.35,7.69
SRAE_2000420800,3.07,0.00,0.00
SRAE_2000420700,4.18,9.69,15.25
SRAE_2000420600,0.31,14.61,17.10
SRAE_2000420500,7.77,7.52,9.24
SRAE_2000420400,49.01,22.34,32.61
SRAE_2000420300,11.04,2.89,8.37
SRAE_2000420200,7.83,2.00,4.68
SRAE_2000420100,8.02,24.03,43.39
SRAE_2000420000,16.41,120.64,285.90
SRAE_2000419900,20.29,15.35,25.09
SRAE_2000419800,23.11,347.76,459.69
SRAE_2000419700,907.25,637.82,720.40
SRAE_2000419600,481.78,903.35,1655.16
SRAE_2000419500,15096.80,1249.87,858.84
SRAE_2000419400,17.65,14.04,36.98
SRAE_2000419300,20.54,42.30,46.01
SRAE_2000419200,19.60,29.62,59.93
SRAE_2000419100,12.79,45.15,101.06
SRAE_2000419000,24.89,162.88,245.38
SRAE_2000418900,15.31,92.68,180.09
SRAE_2000418800,2.32,0.00,1.11
SRAE_2000418700,12.38,1.84,1.85
SRAE_2000418600,3.80,0.39,0.00
SRAE_2000418500,3.88,17.61,31.68
SRAE_2000418400,1.03,2.03,10.31
SRAE_2000418300,11.47,25.32,28.74
SRAE_2000418200,252.29,88.38,162.63
SRAE_2000418100,25.37,4.98,7.69
SRAE_2000418000,4.15,7.11,14.72
SRAE_2000417900,4.91,13.25,12.06
SRAE_2000417800,18.05,37.02,51.36
SRAE_2000417700,68.49,117.36,178.99
SRAE_2000417600,136.77,46.60,66.88
SRAE_2000417500,50.54,656.31,883.07
SRAE_2000417400,37.68,25.91,51.59
SRAE_2000417300,38.81,76.08,151.52
SRAE_2000417200,2.52,4.72,2.98
SRAE_2000417100,46.99,203.20,258.40
SRAE_2000417000,26.43,80.66,99.68
SRAE_2000416900,42.97,57.76,83.87
SRAE_2000416800,28.77,73.58,71.20
SRAE_2000416700,29.31,19.46,39.17
SRAE_2000416600,46.59,27.57,30.35
SRAE_2000416500,170.33,109.06,154.71
SRAE_2000416400,16.62,4.46,6.55
SRAE_2000416300,154.52,469.99,1571.86
SRAE_2000416200,19.69,100.86,209.15
SRAE_2000416150,12.33,2.96,7.79
SRAE_2000416100,15.71,9.27,19.14
SRAE_2000416000,2.22,3.36,2.62
SRAE_2000415900,40.92,19.05,8.92
SRAE_2000415800,8.18,7.10,14.46
SRAE_2000415700,21.85,7.07,6.44
SRAE_2000415600,27.87,4.06,2.72
SRAE_2000415500,63.05,71.43,70.50
SRAE_2000415400,11.53,1.25,1.96
SRAE_2000415300,119.74,14.91,26.91
SRAE_2000415200,4.11,7.00,7.14
SRAE_2000415100,27.96,26.93,39.15
SRAE_2000415000,35.15,13.16,20.19
SRAE_2000414900,12.66,31.03,35.60
SRAE_2000414800,0.49,0.72,0.85
SRAE_2000414700,6.17,0.75,1.06
SRAE_2000414600,214.57,150.13,403.27
SRAE_2000414500,36.10,41.02,51.61
SRAE_2000414400,22.57,11.14,25.71
SRAE_2000414300,3.82,15.10,46.64
SRAE_2000414200,3.41,2.72,3.45
SRAE_2000414100,596.87,510.42,1111.81
SRAE_2000414000,22.50,33.26,48.09
SRAE_2000413900,18.99,98.98,203.10
SRAE_2000413800,23.29,72.83,88.97
SRAE_2000413700,15.81,2.74,8.35
SRAE_2000413600,305.42,60.34,145.56
SRAE_2000413500,42.66,14.93,5.76
SRAE_2000413400,156.69,495.42,1400.70
SRAE_2000413300,25.08,50.79,56.16
SRAE_2000413200,42.83,94.51,150.71
SRAE_2000413100,55.49,99.17,159.73
SRAE_2000413000,8.15,33.63,55.18
SRAE_2000412900,2.30,0.47,0.00
SRAE_2000412800,70.73,6.51,19.60
SRAE_2000412700,1.70,0.20,0.00
SRAE_2000412600,35.68,97.75,147.38
SRAE_2000412500,19.59,1.72,2.02
SRAE_2000412400,4.18,0.00,0.00
SRAE_2000412300,70.38,73.63,203.81
SRAE_2000412200,11.61,29.13,47.54
SRAE_2000412100,5.42,5.55,21.60
SRAE_2000412000,4.81,6.75,9.75
SRAE_2000411900,4.27,2.35,6.59
SRAE_2000411800,39.12,46.82,115.64
SRAE_2000411700,41.82,49.01,45.44
SRAE_2000411600,47.67,119.84,167.41
SRAE_2000411500,0.41,0.81,0.94
SRAE_2000411400,46.35,229.56,311.98
SRAE_2000411300,17.85,28.52,50.84
SRAE_2000411200,169.26,66.61,102.00
SRAE_2000411100,580.02,241.02,245.55
SRAE_2000411000,5.23,5.10,4.24
SRAE_2000410900,67.18,172.23,167.78
SRAE_2000410800,3.63,5.96,6.18
SRAE_2000410700,48.34,75.74,148.49
SRAE_2000410600,8.84,17.53,18.48
SRAE_2000410500,2.34,1.49,0.70
SRAE_2000410400,11.41,0.13,0.00
SRAE_2000410300,17.36,52.65,107.38
SRAE_2000410200,33.10,12.52,16.04
SRAE_2000410100,14.56,54.84,63.59
SRAE_2000410000,4.24,4.33,6.02
SRAE_2000409900,13.34,7.25,13.96
SRAE_2000409800,10.91,67.17,94.28
SRAE_2000409700,24.25,19.13,23.06
SRAE_2000409600,10.23,18.55,55.27
SRAE_2000409500,10.80,35.47,49.50
SRAE_2000409400,25.52,17.01,25.64
SRAE_2000409300,2.03,13.54,11.88
SRAE_2000409200,26.33,28.85,57.02
SRAE_2000409100,31.16,8.49,19.24
SRAE_2000409000,163.31,101.36,166.45
SRAE_2000408900,16.53,2.46,8.64
SRAE_2000408800,10.51,117.48,259.90
SRAE_2000408700,0.08,2.22,2.10
SRAE_2000408600b,0.69,9.78,37.77
SRAE_2000408600a,0.65,9.22,35.60
SRAE_2000408500,9.40,13.70,21.27
SRAE_2000408400,31.15,34.47,48.20
SRAE_2000408300,56.32,65.78,109.88
SRAE_2000408200,8.45,1.53,3.07
SRAE_2000408100,3.28,3.48,12.41
SRAE_2000408000,8.65,463.24,875.39
SRAE_2000407900,352.74,101.09,105.54
SRAE_2000407800,2.80,3.02,4.52
SRAE_2000407700,3.43,7.92,5.30
SRAE_2000407600,9.17,86.99,88.21
SRAE_2000407500,58.02,274.43,452.96
SRAE_2000407400,65.27,71.99,135.88
SRAE_2000407300,2.63,0.00,0.00
SRAE_2000407200,0.00,0.87,6.11
SRAE_2000407100,16.07,5.46,8.55
SRAE_2000407000,8.27,5.81,12.93
SRAE_2000406900,1.91,12.13,0.00
SRAE_2000406800,0.00,0.00,2.30
SRAE_2000406700,2.75,0.00,1.27
SRAE_2000406600,2.53,0.64,2.26
SRAE_2000406500,1.78,1.09,0.00
SRAE_2000406400,3.74,1.11,0.56
SRAE_2000406300,84.83,6.51,15.04
